"cow_id","DIM_bins_w","An_Parity_rl","An_LactDay","Trg_MilkProd","weight","An_BW","BW_gain","asfed_intake","Dt_DMIn","bcs_value","Trg_MilkFatp","Trg_MilkTPp","SCC","Days to Last Breeding","An_GestDay","age_m","An_BW_mature","Trg_FrmGain","An_GestLength","Fet_BWbrth","Trg_MilkLacp","Trg_RsrvGain","An_AgeDay","Dt_NDFIn","ME","MP"
4534,11,4,82.5,28.5,754,739.2845,2.0225,41.4,18.63,NA,4.2,2.94,72,0,0,67,700,0,280,44.1,4.85,0,2039.270625,5.589,53.9860368139164,1775.51695959283
4534,12,4,88,43.31166667,741.8333333,750.1758333,2.599333333,49.28333333,22.1775,NA,4.29,2.943333333,66.33333333,28.66666667,0,67.33333333,700,0,280,44.1,4.85,0,2049.41624989854,6.65325,71.6999169692632,2470.98768700462
4534,13,4,94.5,42.31166667,775.6666667,766.0891667,2.9465,50.71666667,22.8225,NA,4.47,2.95,55,86,0,68,700,0,280,44.1,4.85,0,2069.7075,6.84675,71.9865649641096,2448.50312942211
4540,0,5,5,16.54,742,771.785,-1.783,25.2,11.34,NA,0,0,0,0,0,72,700,0,280,44.1,4.85,0,2191.455,3.402,26.1590199021994,374.229989573979
4546,4,4,31.83333333,38.81,749.8333333,750.4833333,-0.566833333,42.25,19.0125,NA,5.83,2.86,61,0,0,68,700,0,280,44.1,4.85,0,2069.7075,5.70375,74.629548468859,2179.59396822709
4546,5,4,39,45.10166667,745.6666667,744.7465,-1.062666667,42.95,19.3275,NA,5.83,2.86,61,0,0,68,700,0,280,44.1,4.85,0,2069.7075,5.79825,83.091900828441,2443.89312268017
4546,6,4,45.83333333,47.42333333,737.1666667,736.9851667,-1.142333333,44.43333333,19.995,NA,5.83,2.86,61,0,0,68,700,0,280,44.1,4.85,0,2069.7075,5.9985,86.0911398540581,2548.55215682626
4546,7,4,53,49.136,728.8,728.8048,-1.1846,44.94,20.223,NA,5.83,2.86,61,0,0,68,700,0,280,44.1,4.85,0,2069.7075,6.0669,88.2493794793412,2620.52358685504
4546,8,4,60.25,50.74,717.5,719.463,-1.5295,45.7,20.565,NA,4.495,2.8225,25,0,0,68.75,700,0,280,44.1,4.85,0,2092.53515625,6.1695,80.5299714570693,2661.88587506478
4554,11,4,83,17.3,786,795.569,0.346,65.5,29.475,2.75106,5.54,3.28,22,0,0,64,700,0,280,44.1,4.85,0,1947.96,8.8425,46.1948965617884,1581.77039268033
4560,36,4,258,32.85666667,759.6666667,758.7556667,0.264333333,53.76666667,24.195,NA,4.99,4.21,3084,162,83,68,700,0,280,44.1,4.85,0,2069.7075,7.2585,66.9308239639125,2675.83377784465
4560,37,4,262.6666667,33.035,760,760.8193333,0.513166667,52.61666667,23.6775,NA,4.99,4.21,3084,162,83,68,700,0,280,44.1,4.85,0,2069.7075,7.10325,67.219059136737,2678.87902176427
4561,3,4,28,24.53,742,776.953,-0.553,54.9,24.705,NA,0,0,0,0,0,69,700,0,280,44.1,4.85,0,2100.144375,7.4115,29.3660613600285,673.526544486935
4561,4,4,31.4,55.062,772.4,772.5162,0.1994,62.2,27.99,NA,0,0,0,0,0,69,700,0,280,44.1,4.85,0,2100.144375,8.397,38.1367619646528,726.612768152025
4561,5,4,39,57.31833333,775.6666667,773.9441667,-0.145,66.51666667,29.9325,NA,0,0,0,0,0,69,700,0,280,44.1,4.85,0,2100.144375,8.97975,38.8255898546261,759.469679801341
4563,0,4,6.5,32.915,781.5,800.417,-2.5185,38.9,17.505,NA,5.6,4.02,30,0,0,66,700,0,280,44.1,4.85,0,2008.83375,5.2515,69.4030998653591,2423.56423152539
4563,11,4,80,29.12,694,723.329,0.302,57.3,25.785,NA,4.67,2.88,9,0,0,68,700,0,280,44.1,4.85,0,2069.7075,7.7355,56.1170364916183,1889.24530184009
4569,7,4,53,42.95428571,648.7142857,648.1377143,2.003714286,49.08571429,22.08857143,2.505855,3.86,2.57,191,51,0,63,700,0,280,44.1,4.85,0,1917.523125,6.626571429,65.0102787719811,2186.9484500432
4569,8,4,60,42.25285714,662.1428571,661.0501429,1.537714286,44.82857143,20.17285714,2.354217143,3.86,2.57,191,51,0,63,700,0,280,44.1,4.85,0,1917.523125,6.051857142,64.5559242823424,2133.63073288306
4569,9,4,67.75,35.3375,658.5,663.058,-0.65075,39.725,17.87625,2.359225,3.86,2.57,191,51,0,63,700,0,280,44.1,4.85,0,1917.523125,5.362875,57.2610600747341,1838.84320368703
4569,10,4,72.5,44.2225,663,658.49075,-0.95125,56.075,25.23375,2.3137,3.86,2.57,191,51,0,63,700,0,280,44.1,4.85,0,1917.523125,7.570125,66.5890993688686,2289.64439787449
4569,36,4,256.5,25.66833333,700.1666667,703.0583333,1.680166667,42.96666667,19.335,NA,3.99,3.53,1135,172,65,69,700,0,280,44.1,4.85,0,2100.144375,5.8005,50.6784623392049,1882.32718392504
4569,37,4,260,24.8,712,707.535,1.59,43.6,19.62,2.93249,3.99,3.53,1135,172,65,69,700,0,280,44.1,4.85,0,2100.144375,5.886,49.765764180932,1844.13896682931
4583,0,4,5.5,36.4125,860,871.7355,-6.52525,34.325,15.44625,NA,5.76,3.67,146,0,0,66,700,0,280,44.1,4.85,0,2008.83375,4.633875,75.490486572154,2420.25014297905
4583,1,4,11,47.40571429,828.7142857,834.3384286,-3.674571429,36.92857143,16.61785714,NA,5.76,3.67,146,0,0,66,700,0,280,44.1,4.85,0,2008.83375,4.985357142,90.8574957142583,3058.45643132454
4583,2,4,18,43.3,809.1666667,813.3118333,-1.9115,41.01666667,18.4575,NA,5.76,3.67,146,0,0,66,700,0,280,44.1,4.85,0,2008.83375,5.53725,84.7334115745174,2880.90150712545
4583,3,4,26,46.375,800.25,804.619,-0.4885,44.75,20.1375,NA,5.76,3.67,146,0,0,66,700,0,280,44.1,4.85,0,2008.83375,6.04125,88.9806312575217,3073.82212456422
4583,4,4,31.83333333,47.535,802.8333333,799.675,-0.770666667,47.73333333,21.48,NA,5.76,3.67,146,0,0,66,700,0,280,44.1,4.85,0,2008.83375,6.444,90.5376987560834,3156.79175154818
4592,1,4,11.5,39.82166667,745.6666667,753.8593333,-2.855,35.56666667,16.005,3.513113333,4.05,2.78,1354,0,0,68,700,0,280,44.1,4.85,0,2069.7075,4.8015,65.6133679804889,2106.05265852594
4592,2,4,18,42.35428571,738.5714286,739.3045714,-0.917857143,40.15714286,18.07071429,3.45890125,4.05,2.78,1354,0,0,68,700,0,280,44.1,4.85,0,2069.7075,5.421214287,68.2554209834557,2252.62001063557
4592,3,4,25,44.47428571,738,738.6017143,0.703,47.01428571,21.15642857,2.8825175,4.05,2.78,1354,0,0,68,700,0,280,44.1,4.85,0,2069.7075,6.346928571,70.6302882035116,2393.07158482607
4592,4,4,31.5,40.59333333,745.3333333,740.0188333,-0.836,49.61666667,22.3275,5.1,4.05,2.78,1354,0,0,68,700,0,280,44.1,4.85,0,2069.7075,6.69825,66.3764074907813,2257.55655358928
4596,1,4,13.5,27.69,804.5,794.6845,3.828,40.25,18.1125,NA,0,0,0,0,0,65,700,0,280,44.1,4.85,0,1978.396875,5.43375,30.52846091893,557.360562756955
4596,2,4,18,43.66,807.7142857,811.792,4.060571429,53.45714286,24.05571429,NA,0,0,0,0,0,65,700,0,280,44.1,4.85,0,1978.396875,7.216714287,35.6142001626001,669.719382918715
4596,3,4,25,41.54714286,841.5714286,839.8341429,3.985428571,57.54285714,25.89428571,NA,0,0,0,0,0,65,700,0,280,44.1,4.85,0,1978.396875,7.768285713,35.6392526468554,713.988145856568
4596,4,4,32,46.44428571,861.1428571,850.9527143,-1.235714286,61.07142857,27.48214286,NA,1.085714286,0.9,60,0,0,65.28571429,700,0,280,44.1,4.85,0,1987.09312513044,8.244642858,48.1085822955313,1350.8575867474
4596,5,4,39,45.75428571,827.4285714,840.848,-0.25,56.1,25.245,NA,3.8,3.15,210,0,0,66,700,0,280,44.1,4.85,0,2008.83375,7.5735,74.1431321662841,2793.73793881551
4596,6,4,45,46.636,855.8,852.5802,4.0394,54.34,24.453,NA,3.8,3.15,210,0,0,66,700,0,280,44.1,4.85,0,2008.83375,7.3359,75.3646142396586,2824.98379610301
4596,10,4,77,17.03,844,843.083,0.88,48.9,22.005,NA,3.91,3.23,117,0,0,67,700,0,280,44.1,4.85,0,2039.270625,6.6015,42.8539721714965,1449.53216218484
4596,11,4,81,40.59857143,849.7142857,845.6958571,1.263428571,58.74285714,26.43428571,3.12322,3.91,3.23,117,0,0,67,700,0,280,44.1,4.85,0,2039.270625,7.930285713,69.4690116387894,2626.80895196809
4596,22,4,161,38.59,872,873.856,-0.353,25.1,11.295,NA,3.98,3.33,76,98,56,70,700,0,280,44.1,4.85,0,2130.58125,3.3885,68.6355874097908,2356.2362367786
4596,23,4,163,36.59,826,873.195,-0.334,36.2,16.29,NA,3.98,3.33,76,98,56,70,700,0,280,44.1,4.85,0,2130.58125,4.887,66.3304920629818,2341.9281743041
4597,3,4,25,47.13142857,739,734.8381429,-1.860857143,48.6,21.87,NA,4.69,2.93,310,0,0,65,700,0,280,44.1,4.85,0,1978.396875,6.561,78.361431966275,2613.07732716182
4597,4,4,32,44.89857143,724,724.1867143,-1.215714286,55.34285714,24.90428571,NA,4.69,2.93,310,0,0,65,700,0,280,44.1,4.85,0,1978.396875,7.471285713,75.4373251754401,2565.77100779166
4597,5,4,39,49.09714286,718.1428571,717.7385714,-0.703857143,55.31428571,24.89142857,NA,4.69,2.93,310,0,0,65,700,0,280,44.1,4.85,0,1978.396875,7.467428571,80.3793728909863,2741.90517140875
4598,1,4,11,42.45857143,799.2857143,798.1281429,-0.196428571,46.44285714,20.89928571,3.484422857,0,0,0,0,0,61,700,0,280,44.1,4.85,0,1856.649375,6.269785713,34.7959685845475,595.318947902271
4598,2,4,18,42.18142857,795.5714286,794.3372857,-1.332285714,53.07142857,23.88214286,3.426827143,0,0,0,0,0,61,700,0,280,44.1,4.85,0,1856.649375,7.164642858,34.8124204573382,660.893001436413
4598,3,4,25,47.14666667,779.3333333,780.3848333,-2.328333333,49.83333333,22.425,3.445625,0,0,0,0,0,61,700,0,280,44.1,4.85,0,1856.649375,6.7275,35.9982349109862,636.426863974725
4598,4,4,32,46.89714286,768,767.177,-1.510571429,49.21428571,22.14642857,NA,2.992857143,2.014285714,332.8571429,0,0,61.71428571,700,0,280,44.1,4.85,0,1878.38999986956,6.643928571,63.7812566630571,1997.43566873542
4598,5,4,39,48.94428571,755.2857143,760.8741429,-0.142428571,54.85714286,24.68571429,NA,4.19,2.82,466,0,0,62,700,0,280,44.1,4.85,0,1887.08625,7.405714287,77.2126333265358,2668.7400154617
4598,6,4,45.66666667,46.31166667,768.5,760.8668333,-0.185833333,57.93333333,26.07,NA,4.19,2.82,466,0,0,62,700,0,280,44.1,4.85,0,1887.08625,7.821,74.2382749496695,2584.05400878144
4598,7,4,53,46.01857143,751.1428571,755.5205714,-0.702285714,56.81428571,25.56642857,NA,4.19,2.82,466,0,0,62,700,0,280,44.1,4.85,0,1887.08625,7.669928571,73.7914791298789,2561.95446303197
4598,8,4,59,50.142,759.8,752.7346,-0.522,57.06,25.677,NA,4.19,2.82,466,0,0,62,700,0,280,44.1,4.85,0,1887.08625,7.7031,78.3905522068645,2731.35349851602
4604,0,4,5.5,38.5025,912.75,912.47475,-5.3165,38.7,17.415,NA,0,0,0,0,0,63,700,0,280,44.1,4.85,0,1917.523125,5.2245,35.5774958436202,529.917565659872
4604,1,4,11.5,41.91833333,877.3333333,881.9226667,-3.185666667,39.4,17.73,NA,0,0,0,0,0,63,700,0,280,44.1,4.85,0,1917.523125,5.319,36.4305910310118,573.844926255459
4604,2,4,18,52.53142857,861.4285714,861.7531429,-2.862428571,46.7,21.015,NA,0,0,0,0,0,63,700,0,280,44.1,4.85,0,1917.523125,6.3045,39.2449119727828,636.590361424386
4604,3,4,25.5,52.235,846,847.5248333,-0.5805,50.13333333,22.56,NA,0,0,0,0,0,63,700,0,280,44.1,4.85,0,1917.523125,6.768,38.9050904039193,661.718641838885
4604,4,4,32,56.12857143,850.5714286,847.6624286,0.005714286,52.57142857,23.65714286,NA,2.537142857,1.611428571,621.7142857,0,0,63.57142857,700,0,280,44.1,4.85,0,1934.91562495652,7.097142858,68.1092744167531,1991.6391201972
4604,5,4,39,54.54,835.5714286,838.8795714,-1.858571429,54.47142857,24.51214286,NA,4.44,2.82,1088,0,0,64,700,0,280,44.1,4.85,0,1947.96,7.353642858,87.1220037484073,2921.21412718706
4604,6,4,43,60.44,834,835.131,1.314,58.6,26.37,NA,4.44,2.82,1088,0,0,64,700,0,280,44.1,4.85,0,1947.96,7.911,93.9178708709334,3191.77525822965
4606,4,4,33.66666667,31.79,732.3333333,731.738,-1.169333333,47.06666667,21.18,NA,3.56,2.67,906,0,0,65,700,0,280,44.1,4.85,0,1978.396875,6.354,53.9515426430244,1830.55815254886
4606,5,4,39,50.74,728.4285714,727.6347143,1.044285714,51.12857143,23.00785714,NA,3.56,2.67,906,0,0,65,700,0,280,44.1,4.85,0,1978.396875,6.902357142,73.3444944258599,2592.7701977878
4606,6,4,46,54.26285714,735.4285714,732.6665714,0.131142857,55.04285714,24.76928571,NA,3.56,2.67,906,0,0,65,700,0,280,44.1,4.85,0,1978.396875,7.430785713,77.0767245063636,2759.94656193473
4606,7,4,50,57.86,742,731.861,-0.963,64.8,29.16,NA,3.56,2.67,906,0,0,65,700,0,280,44.1,4.85,0,1978.396875,8.748,80.7571846597524,2971.34252629217
4608,6,4,47,42.886,715.6,711.9956,0.3728,53.3,23.985,NA,4.68,3.06,59.8,0,0,68.4,700,0,280,44.1,4.85,0,2081.88225,7.1955,73.171412146568,2542.1010920143
4608,7,4,53,44.93714286,710.8571429,714.3162857,0.804285714,52.24285714,23.50928571,NA,4.41,3.03,82,0,0,69,700,0,280,44.1,4.85,0,2100.144375,7.052785713,73.8981413912626,2606.48158936765
4608,8,4,60,45.98,717.4285714,714.814,-0.621285714,56.58571429,25.46357143,NA,4.41,3.03,82,0,0,69,700,0,280,44.1,4.85,0,2100.144375,7.639071429,75.139248072726,2684.70503855304
4611,1,4,11.75,34.8475,811,813.16275,-2.49075,45.425,20.44125,NA,4.87,3.31,21,0,0,63,700,0,280,44.1,4.85,0,1917.523125,6.132375,67.0517031685083,2267.82533861395
4611,2,4,17.5,44.795,795.1666667,797.9261667,-1.442666667,56.28333333,25.3275,NA,4.87,3.31,21,0,0,63,700,0,280,44.1,4.85,0,1917.523125,7.59825,79.4904384517227,2834.22799893631
4611,3,4,24.83333333,47.55666667,777.1666667,789.486,-0.472333333,56.43333333,25.395,NA,4.87,3.31,21,0,0,63,700,0,280,44.1,4.85,0,1917.523125,7.6185,82.8642167401574,2969.84745080794
4611,4,4,33,49.176,792.2,789.1898,0.623,59.32,26.694,NA,4.87,3.31,21,0,0,63,700,0,280,44.1,4.85,0,1917.523125,8.0082,84.9249815630549,3070.05098849855
4611,5,4,39.8,46.092,794.4,788.015,-1.1992,56.96,25.632,NA,4.87,3.31,21,0,0,63,700,0,280,44.1,4.85,0,1917.523125,7.6896,80.9879148383002,2904.39308400144
